Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.61 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.7
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  /people/person/spouse_s./people/marriage/spouse  ?a  ?g  /people/person/spouse_s./people/marriage/type_of_union  ?b   => ?a  /people/person/spouse_s./people/marriage/type_of_union  ?b	0.105534548	0.750611247	0.862359551	307	409	356	-1
?g  /base/americancomedy/celebrity_impressionist/celebrities_impersonated  ?a  ?g  /people/person/spouse_s./people/marriage/type_of_union  ?b   => ?a  /people/person/spouse_s./people/marriage/type_of_union  ?b	0.026469577	0.77	0.974683544	77	100	79	-1
?b  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?a  ?b  /sports/sports_team/roster./american_football/football_roster_position/position  ?a   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.086571429	0.818918919	0.821138211	303	370	369	-2
?b  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?h  ?a  /sports/sports_position/players./sports/sports_team_roster/position  ?h   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.63	0.754878466	0.757731959	2205	2921	2910	-2
?b  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?h  ?h  /sports/sports_position/players./sports/sports_team_roster/position  ?a   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.629428571	0.755486968	0.758347676	2203	2916	2905	-2
?b  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?a  ?b  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?a   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.426857143	0.815057283	0.816393443	1494	1833	1830	-2
?b  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?h  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?a   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.027428571	0.786885246	0.786885246	96	122	122	-2
?b  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?h  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?a   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.027428571	0.8	0.8	96	120	120	-2
?b  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?h   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.027428571	0.774193548	0.774193548	96	124	124	-2
?b  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?h  ?h  /sports/sports_position/players./sports/sports_team_roster/position  ?a   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.629142857	0.755403087	0.758525663	2202	2915	2903	-2
?g  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?b  ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?g   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.120571429	0.814671815	0.814671815	422	518	518	-2
?b  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?h  ?a  /sports/sports_position/players./sports/sports_team_roster/position  ?h   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.628571429	0.75419952	0.757575758	2200	2917	2904	-2
?g  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?b  ?g  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?a   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.116857143	0.818	0.818	409	500	500	-2
?g  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?b  ?g  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?a   => ?a  /sports/sports_position/players./sports/sports_team_roster/team  ?b	0.124857143	0.809259259	0.809259259	437	540	540	-2
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /film/film/distributors./film/film_film_distributor_relationship/region  ?h   => ?a  /film/film/distributors./film/film_film_distributor_relationship/region  ?b	0.050955414	1	1	8	8	8	-1
?b  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?h  ?a  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?h   => ?a  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b	1	0.797317437	0.797317437	535	671	671	-1
?a  /location/hud_county_place/county  ?h  ?h  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b   => ?a  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b	0.020560748	1	1	11	11	11	-1
?h  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?b  ?a  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?h   => ?a  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b	1	0.796130952	0.796130952	535	672	672	-1
?a  /location/hud_county_place/place  ?h  ?h  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b   => ?a  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b	0.224299065	1	1	120	120	120	-1
?g  /location/country/capital  ?a  ?g  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b   => ?a  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b	0.01682243	1	1	9	9	9	-1
?g  /base/aareas/schema/administrative_area/capital  ?a  ?g  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b   => ?a  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b	0.020560748	1	1	11	11	11	-1
?g  /location/us_county/county_seat  ?a  ?g  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b   => ?a  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b	0.020560748	1	1	11	11	11	-1
?g  /location/hud_county_place/place  ?a  ?g  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b   => ?a  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b	0.224299065	1	1	120	120	120	-1
?a  /language/human_language/countries_spoken_in  ?h  ?b  /location/country/capital  ?h   => ?a  /language/human_language/countries_spoken_in  ?b	0.020895522	1	1	7	7	7	-2
?g  /location/administrative_division/first_level_division_of  ?b  ?g  /location/country/official_language  ?a   => ?a  /language/human_language/countries_spoken_in  ?b	0.011940299	0.8	0.8	4	5	5	-2
?g  /tv/tv_program/program_creator  ?a  ?g  /tv/tv_program/tv_producer./tv/tv_producer_term/producer_type  ?b   => ?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type  ?b	0.235555556	0.803030303	1	53	66	53	-1
?a  /film/film/featured_film_locations  ?h  ?b  /location/hud_county_place/place  ?h   => ?a  /film/film/featured_film_locations  ?b	0.2814739	1	1	275	275	275	-1
?b  /education/educational_institution_campus/educational_institution  ?h  ?a  /film/film/featured_film_locations  ?h   => ?a  /film/film/featured_film_locations  ?b	0.018423746	1	1	18	18	18	-1
?b  /education/educational_institution/campuses  ?h  ?a  /film/film/featured_film_locations  ?h   => ?a  /film/film/featured_film_locations  ?b	0.020470829	1	1	20	20	20	-1
?a  /film/film/featured_film_locations  ?h  ?h  /location/hud_county_place/place  ?b   => ?a  /film/film/featured_film_locations  ?b	0.2814739	1	1	275	275	275	-1
?h  /education/educational_institution/campuses  ?b  ?a  /film/film/featured_film_locations  ?h   => ?a  /film/film/featured_film_locations  ?b	0.020470829	1	1	20	20	20	-1
?h  /education/educational_institution_campus/educational_institution  ?b  ?a  /film/film/featured_film_locations  ?h   => ?a  /film/film/featured_film_locations  ?b	0.018423746	1	1	18	18	18	-1
?a  /government/governmental_body/members./government/government_position_held/legislative_sessions  ?h  ?b  /government/legislative_session/members./government/government_position_held/legislative_sessions  ?h   => ?a  /government/governmental_body/members./government/government_position_held/legislative_sessions  ?b	0.98019802	0.779527559	0.818181818	99	127	121	-2
?a  /government/governmental_body/members./government/government_position_held/legislative_sessions  ?g  ?g  /government/legislative_session/members./government/government_position_held/legislative_sessions  ?b   => ?a  /government/governmental_body/members./government/government_position_held/legislative_sessions  ?b	0.98019802	0.7734375	0.81147541	99	128	122	-2
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b	0.717948718	1	1	84	84	84	-1
?a  /education/educational_institution/campuses  ?h  ?h  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b	0.709401709	1	1	83	83	83	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b	0.717948718	1	1	84	84	84	-1
?g  /education/educational_institution/campuses  ?a  ?g  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b	0.709401709	1	1	83	83	83	-1
?g  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b  ?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a   => ?a  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b	0.025641026	0.75	1	3	4	3	-1
?g  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/child./organization/organization_relationship/child  ?a   => ?a  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b	0.025641026	0.75	1	3	4	3	-1
?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a  ?b  /location/hud_county_place/county  ?a   => ?a  /location/location/contains  ?b	0.014997116	0.75	0.757281553	78	104	103	-2
?b  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /location/administrative_division/country  ?a   => ?a  /location/location/contains  ?b	0.02941742	0.889534884	0.974522293	153	172	157	-2
?b  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /location/administrative_division/first_level_division_of  ?a   => ?a  /location/location/contains  ?b	0.018265718	0.913461538	0.95959596	95	104	99	-2
?b  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /base/biblioness/bibs_location/country  ?a   => ?a  /location/location/contains  ?b	0.014228033	0.840909091	0.913580247	74	88	81	-2
?b  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/location/contains  ?b	0.054797154	0.776566757	0.793871866	285	367	359	-2
?b  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/organization/headquarters./location/mailing_address/citytown  ?a   => ?a  /location/location/contains  ?b	0.046914055	0.737160121	0.757763975	244	331	322	-2
?b  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?a   => ?a  /location/location/contains  ?b	0.014804845	0.855555556	0.865168539	77	90	89	-2
?b  /education/educational_institution_campus/educational_institution  ?h  ?a  /location/location/contains  ?h   => ?a  /location/location/contains  ?b	0.223610844	1	1	1163	1163	1163	-2
?b  /education/educational_institution/campuses  ?h  ?h  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/location/contains  ?b	0.054220342	0.754010695	0.774725275	282	374	364	-2
?b  /education/educational_institution/campuses  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?a   => ?a  /location/location/contains  ?b	0.014228033	0.822222222	0.840909091	74	90	88	-2
?b  /education/educational_institution/campuses  ?h  ?h  /organization/organization/headquarters./location/mailing_address/citytown  ?a   => ?a  /location/location/contains  ?b	0.04825995	0.740412979	0.762917933	251	339	329	-2
?b  /education/educational_institution/campuses  ?h  ?a  /location/location/contains  ?h   => ?a  /location/location/contains  ?b	0.223034032	1	1	1160	1160	1160	-2
?b  /location/location/contains  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?a   => ?a  /location/location/contains  ?b	0.010959431	0.7125	0.730769231	57	80	78	-2
?b  /base/aareas/schema/administrative_area/administrative_parent  ?h  ?h  /location/administrative_division/first_level_division_of  ?a   => ?a  /location/location/contains  ?b	0.017304365	0.762711864	0.818181818	90	118	110	-2
?h  /location/hud_county_place/county  ?a  ?b  /location/hud_county_place/place  ?h   => ?a  /location/location/contains  ?b	0.033839646	0.712550607	0.727272727	176	247	242	-2
?h  /base/biblioness/bibs_location/state  ?a  ?b  /location/hud_county_place/place  ?h   => ?a  /location/location/contains  ?b	0.027494713	0.82183908	0.83625731	143	174	171	-2
?h  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a  ?b  /location/hud_county_place/place  ?h   => ?a  /location/location/contains  ?b	0.020572967	0.722972973	0.732876712	107	148	146	-2
?b  /base/biblioness/bibs_location/state  ?h  ?h  /location/administrative_division/first_level_division_of  ?a   => ?a  /location/location/contains  ?b	0.032493751	0.716101695	0.731601732	169	236	231	-2
?h  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /base/biblioness/bibs_location/state  ?h   => ?a  /location/location/contains  ?b	0.030571044	0.719457014	0.739534884	159	221	215	-2
?b  /location/hud_county_place/place  ?h  ?a  /location/location/contains  ?h   => ?a  /location/location/contains  ?b	0.174581811	1	1	908	908	908	-2
?h  /base/biblioness/bibs_location/state  ?a  ?b  /location/us_county/county_seat  ?h   => ?a  /location/location/contains  ?b	0.011536243	0.810810811	0.923076923	60	74	65	-2
?b  /base/aareas/schema/administrative_area/capital  ?h  ?h  /base/biblioness/bibs_location/country  ?a   => ?a  /location/location/contains  ?b	0.012882138	0.858974359	0.893333333	67	78	75	-2
?h  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h   => ?a  /location/location/contains  ?b	0.016535282	0.803738318	0.843137255	86	107	102	-2
?h  /location/administrative_division/first_level_division_of  ?a  ?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h   => ?a  /location/location/contains  ?b	0.010382619	0.794117647	0.857142857	54	68	63	-2
?h  /location/administrative_division/country  ?a  ?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h   => ?a  /location/location/contains  ?b	0.015766199	0.811881188	0.863157895	82	101	95	-2
?b  /location/hud_county_place/county  ?h  ?a  /location/location/contains  ?h   => ?a  /location/location/contains  ?b	0.051336281	0.717741935	0.725543478	267	372	368	-2
?a  /location/hud_county_place/place  ?h  ?h  /location/location/contains  ?b   => ?a  /location/location/contains  ?b	0.039992309	1	1	208	208	208	-2
?g  /education/educational_institution_campus/educational_institution  ?b  ?a  /location/location/contains  ?g   => ?a  /location/location/contains  ?b	0.223610844	1	1	1163	1163	1163	-2
?g  /education/educational_institution_campus/educational_institution  ?b  ?g  /organization/organization/headquarters./location/mailing_address/country  ?a   => ?a  /location/location/contains  ?b	0.014804845	0.855555556	0.865168539	77	90	89	-2
?g  /education/educational_institution_campus/educational_institution  ?b  ?g  /organization/organization/headquarters./location/mailing_address/citytown  ?a   => ?a  /location/location/contains  ?b	0.046914055	0.737160121	0.757763975	244	331	322	-2
?g  /education/educational_institution_campus/educational_institution  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/location/contains  ?b	0.054797154	0.776566757	0.793871866	285	367	359	-2
?g  /education/educational_institution/campuses  ?b  ?a  /location/location/contains  ?g   => ?a  /location/location/contains  ?b	0.223034032	1	1	1160	1160	1160	-2
?g  /education/educational_institution/campuses  ?b  ?g  /organization/organization/headquarters./location/mailing_address/country  ?a   => ?a  /location/location/contains  ?b	0.014228033	0.822222222	0.840909091	74	90	88	-2
?g  /education/educational_institution/campuses  ?b  ?g  /organization/organization/headquarters./location/mailing_address/citytown  ?a   => ?a  /location/location/contains  ?b	0.04825995	0.740412979	0.762917933	251	339	329	-2
?g  /education/educational_institution/campuses  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/location/contains  ?b	0.054220342	0.754010695	0.774725275	282	374	364	-2
?g  /location/hud_county_place/place  ?b  ?a  /location/location/contains  ?g   => ?a  /location/location/contains  ?b	0.174581811	1	1	908	908	908	-2
?g  /location/hud_county_place/county  ?a  ?g  /location/hud_county_place/place  ?b   => ?a  /location/location/contains  ?b	0.033839646	0.712550607	0.727272727	176	247	242	-2
?g  /base/biblioness/bibs_location/state  ?a  ?g  /location/hud_county_place/place  ?b   => ?a  /location/location/contains  ?b	0.027494713	0.82183908	0.83625731	143	174	171	-2
?g  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a  ?g  /location/hud_county_place/place  ?b   => ?a  /location/location/contains  ?b	0.020572967	0.722972973	0.732876712	107	148	146	-2
?a  /location/location/contains  ?g  ?g  /location/us_county/county_seat  ?b   => ?a  /location/location/contains  ?b	0.028456066	0.747474747	0.755102041	148	198	196	-2
?g  /base/aareas/schema/administrative_area/capital  ?b  ?g  /location/administrative_division/country  ?a   => ?a  /location/location/contains  ?b	0.014997116	0.804123711	0.847826087	78	97	92	-2
?g  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?g  /base/aareas/schema/administrative_area/capital  ?b   => ?a  /location/location/contains  ?b	0.015189387	0.806122449	0.831578947	79	98	95	-2
?g  /base/biblioness/bibs_location/state  ?a  ?g  /location/hud_county_place/county  ?b   => ?a  /location/location/contains  ?b	0.014228033	0.822222222	0.902439024	74	90	82	-2
?g  /base/biblioness/bibs_location/country  ?a  ?g  /base/biblioness/bibs_location/state  ?b   => ?a  /location/location/contains  ?b	0.012689867	0.835443038	0.88	66	79	75	-2
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /location/location/contains  ?b   => ?a  /location/location/contains  ?b	0.187271679	0.891941392	0.891941392	974	1092	1092	-2
?g  /location/hud_county_place/place  ?a  ?g  /location/location/contains  ?b   => ?a  /location/location/contains  ?b	0.039992309	1	1	208	208	208	-2
?g  /base/biblioness/bibs_location/state  ?a  ?g  /location/location/contains  ?b   => ?a  /location/location/contains  ?b	0.039223226	0.781609195	0.781609195	204	261	261	-2
?b  /education/educational_institution_campus/educational_institution  ?h  ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?h   => ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?b	0.677325581	1	1	466	466	466	-2
?b  /education/educational_institution/campuses  ?h  ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?h   => ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?b	0.731104651	1	1	503	503	503	-2
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?h   => ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?b	0.061046512	1	1	42	42	42	-2
?g  /dataworld/gardening_hint/split_to  ?b  ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?g   => ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?b	0.061046512	0.875	1	42	48	42	-2
?g  /education/educational_institution/campuses  ?b  ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?g   => ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?b	0.731104651	1	1	503	503	503	-2
?h  /education/educational_institution_campus/educational_institution  ?b  ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?h   => ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?b	0.677325581	1	1	466	466	466	-2
?b  /location/location/contains  ?a  ?b  /location/us_county/county_seat  ?a   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.293918919	0.756521739	1	87	115	87	-2
?a  /location/hud_county_place/place  ?h  ?b  /location/us_county/county_seat  ?h   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.317567568	0.723076923	1	94	130	94	-2
?b  /base/aareas/schema/administrative_area/capital  ?h  ?a  /location/hud_county_place/place  ?h   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.084459459	0.78125	1	25	32	25	-2
?h  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b  ?a  /location/hud_county_place/place  ?h   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.5	1	1	148	148	148	-2
?b  /base/aareas/schema/administrative_area/capital  ?h  ?a  /location/hud_county_place/county  ?h   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.010135135	1	1	3	3	3	-2
?h  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b  ?a  /location/hud_county_place/county  ?h   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.02027027	1	1	6	6	6	-2
?g  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b  ?g  /location/hud_county_place/place  ?a   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.5	1	1	148	148	148	-2
?g  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b  ?g  /location/us_county/county_seat  ?a   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.016891892	1	1	5	5	5	-2
?g  /location/hud_county_place/place  ?a  ?b  /location/us_county/county_seat  ?g   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.317567568	0.723076923	1	94	130	94	-2
?b  /base/aareas/schema/administrative_area/capital  ?g  ?g  /location/hud_county_place/place  ?a   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.084459459	0.78125	1	25	32	25	-2
?b  /base/aareas/schema/administrative_area/capital  ?g  ?g  /location/us_county/county_seat  ?a   => ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b	0.010135135	1	1	3	3	3	-2
?a  /film/film_subject/films  ?h  ?h  /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.026246719	1	1	10	10	10	-1
?b  /olympics/olympic_games/sports  ?h  ?a  /sports/sport/pro_athletes./sports/pro_sports_played/athlete  ?h   => ?a  /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.010498688	1	1	4	4	4	-1
?h  /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics  ?b  ?a  /sports/sport/pro_athletes./sports/pro_sports_played/athlete  ?h   => ?a  /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.010498688	1	1	4	4	4	-1
?b  /film/film_subject/films  ?h  ?a  /user/jg/default_domain/olympic_games/sports  ?h   => ?a  /user/jg/default_domain/olympic_games/sports  ?b	0.024096386	1	1	14	14	14	-2
?b  /location/hud_county_place/place  ?h  ?a  /people/person/places_lived./people/place_lived/location  ?h   => ?a  /people/person/places_lived./people/place_lived/location  ?b	0.332798288	1	1	1244	1244	1244	-1
?h  /location/hud_county_place/place  ?b  ?a  /people/person/places_lived./people/place_lived/location  ?h   => ?a  /people/person/places_lived./people/place_lived/location  ?b	0.332798288	1	1	1244	1244	1244	-1
?h  /location/us_county/county_seat  ?b  ?a  /people/person/places_lived./people/place_lived/location  ?h   => ?a  /people/person/places_lived./people/place_lived/location  ?b	0.047084002	0.907216495	0.907216495	176	194	194	-1
?b  /location/hud_county_place/place  ?h  ?a  /people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony  ?h   => ?a  /people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony  ?b	0.215827338	1	1	90	90	90	-2
?g  /location/hud_county_place/place  ?b  ?a  /people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony  ?g   => ?a  /people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony  ?b	0.215827338	1	1	90	90	90	-2
?g  /location/us_county/county_seat  ?b  ?a  /people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony  ?g   => ?a  /people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony  ?b	0.016786571	0.777777778	1	7	9	7	-2
?a  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?b  /sports/sports_position/players./sports/sports_team_roster/team  ?h   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.043324492	0.790322581	0.790322581	98	124	124	-1
?a  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?h  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.043324492	0.803278689	0.803278689	98	122	122	-1
?a  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?h  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.043324492	0.816666667	0.816666667	98	120	120	-1
?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?h  ?b  /sports/sports_position/players./sports/sports_team_roster/position  ?h   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.973032714	0.754542338	0.754542338	2201	2917	2917	-1
?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?h  ?h  /sports/sports_position/players./sports/sports_team_roster/position  ?b   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.973032714	0.755060034	0.755060034	2201	2915	2915	-1
?g  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?a  ?b  /sports/sports_position/players./sports/sports_team_roster/team  ?g   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.183908046	0.803088803	0.803088803	416	518	518	-1
?g  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?a  ?g  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.192307692	0.805555556	0.805555556	435	540	540	-1
